,player_name,club_involved_name,season,age,fee_cleaned,LR,BWKNN,RF,GB,NN,LRstack,NNstack,SimpleAvg,LRdelta,BWKNNdelta,RFdelta,GBdelta,NNdelta
18,Lee Tomlin,Cardiff City,2017/2018,0.14725582026395612,2.97,5.6043784783255335,6.477333333333332,5.792403333333329,5.0091592162419785,1.7173683415050318,3.7217116464950752,4.835351590849913,4.92012854054784,2.6343784783255333,3.507333333333333,2.8224033333333285,2.0391592162419783,-1.2526316584949682
19,Andrea Conti,AC Milan,2017/2018,-1.0732465268521263,21.6,14.200254033356106,14.616,11.41510000000001,12.320842252883446,13.08944919735086,14.800048967256615,14.775812485671981,13.128329096718085,-7.399745966643898,-6.984,-10.184899999999992,-9.279157747116553,-8.510550802649142
20,Alex Smithies,Queens Park Rangers,2015/2016,-0.5850455880056934,1.89,0.37515112131651307,3.63,2.30153,1.19480416283806,0.9799771602075886,1.082792249657759,1.0798622809039715,1.6962924888724324,-1.5148488786834868,1.7400000000000004,0.4115299999999997,-0.6951958371619398,-0.9100228397924112
21,Harry Maguire,Manchester United,2019/2020,-0.3409451185824769,78.3,33.31965437808,23.796,24.04366666666667,37.39900426725121,40.77829420345425,37.503818551153174,37.78869000378154,31.867323903090426,-44.98034562192,-54.504,-54.25633333333333,-40.9009957327488,-37.521705796545746
22,Dimitri Payet,West Ham United,2015/2016,0.14725582026395612,13.5,17.657410406950426,10.614,24.082533333333327,23.87831650443338,17.674194789221737,17.607612084872446,17.18122379320907,18.781291006787775,4.157410406950426,-2.886000000000001,10.582533333333323,10.378316504433377,4.17419478922174
23,Angelo Ogbonna,West Ham United,2015/2016,-0.0968446491592604,9.9,12.891921194638885,12.558666666666666,11.812500000000005,18.259614836451203,23.643409360329066,19.590641094948868,19.39860908805623,15.833222411617164,2.9919211946388824,2.658666666666665,1.9125000000000048,8.359614836451202,13.743409360329062
24,Joelinton,Newcastle United,2019/2020,-1.317346996275343,39.6,23.84232087184796,29.406,21.470866666666684,16.637111808316632,25.658538641709875,29.54419723689849,25.725621979240923,23.402967597708233,-15.75767912815204,-10.194000000000004,-18.12913333333332,-22.962888191683373,-13.941461358290127
25,Stephan El Shaarawy,SC Heerenveen,2019/2020,-0.3409451185824769,14.4,25.816366354223646,32.29533333333333,23.041516666666666,22.058417828672496,32.202182330709874,34.64376191030684,29.431505733919806,27.082763302721208,11.416366354223644,17.895333333333333,8.641516666666663,7.658417828672496,17.802182330709886
26,Federico Di Francesco,US Sassuolo,2018/2019,-0.8291460574289099,6.3,8.105707476720745,9.342,5.268586666666666,4.428999297331389,2.5197645056656754,5.556166544215183,5.860925587646798,5.9330115892768935,1.8057074767207453,3.0420000000000007,-1.0314133333333342,-1.8710007026686108,-3.780235494334325
27,Alexis Sánchez,Arsenal FC,2014/2015,-0.5850455880056934,38.25,43.621826239696176,35.94600000000001,26.69130000000001,40.81475703285172,46.99090690867555,47.25835668468696,44.559858253041966,38.81295803624469,5.371826239696183,-2.3039999999999954,-11.558699999999993,2.5647570328517304,8.740906908675548
28,Abdul Rahman Baba,Chelsea FC,2015/2016,-1.5614474656985595,18.0,18.70225845194016,13.32933333333333,12.123466666666666,14.678236297027002,9.820742333808814,13.36080420624021,14.258038751066055,13.730807416555194,0.7022584519401569,-4.670666666666668,-5.876533333333336,-3.321763702972998,-8.179257666191187
